# X(Mpch)    Y(Mpch)   Z(Mpch)   Vx(kms-1)   Vy(kms-1)   Vz(kms-1)   Rvir(kpch)   Vcirc(kms-1)  Xoff        Nhalo    Distinct/Sub
  94.6113    42.1124   2.2913    -65.82      49.19       443.64      672.3        517.2         0.034193    166725   0     
  59.8297    44.0085   2.1938    49.56       -531.4      523.55      587.03       455.3         0.022564    166914   0     
  78.986     39.3667   3.9228    21.81       185.82      209.54      449.08       376.9         0.0063865   167295   0     
  74.1521    33.1463   0.7023    41.77       189.42      111.19      542.93       447.2         0.013035    167859   0     
  55.9664    38.1085   5.6514    427.51      -170.45     632.31      498.45       414.3         0.019494    168959   0     
  98.2392    20.711    1.1305    181.48      335.62      151.47      466.09       410.7         0.011346    170242   0     
  52.099     38.4648   4.0408    309.31      54.09       140.97      488.19       341.8         0.084572    170352   0     
  97.3411    14.8084   1.1345    241.16      578.18      8.44        422.69       311.2         0.1219      171145   0     
  103.9515   35.3143   8.4601    48.65       -108.41     350.49      389.78       344.7         0.013399    172002   0     
  124.6706   31.4983   0.8563    -260.97     -33.83      113.38      500.64       377.3         0.039406    173208   0     
  149.9464   31.7702   4.5008    -148.93     198.86      203.02      404.5        305.0         0.014399    174430   0     
  119.8411   8.6005    6.2969    286.54      552.26      407.9       876.5        608.9         0.074354    175062   0     
  134.6191   45.1111   1.5608    -517.64     -96.11      -8.42       479.79       397.6         0.045709    175822   0     
  133.3992   43.812    1.4985    14.32       -78.94      -82.38      877.45       691.2         0.01969     176279   0     
  102.8375   28.3952   8.0361    338.32      78.13       398.45      401.99       326.1         0.024532    177065   0     
  117.5584   21.4337   6.1719    89.57       -354.68     377.11      485.46       366.9         0.073191    177487   0     
  122.1298   13.5151   8.7257    56.99       1286.08     851.93      422.77       328.0         0.035492    177719   0     
  124.7906   42.8965   4.9725    97.27       -112.07     78.22       392.89       308.6         0.0226      179338   0     
  103.2041   23.2729   10.9934   267.26      289.4       97.95       498.57       368.4         0.079213    179558   0     
  127.3835   40.9896   3.4518    125.64      58.12       -16.0       521.92       440.0         0.015179    179772   0     
  101.6805   23.0464   9.3463    414.91      475.74      282.57      671.97       539.7         0.013506    180429   0     
  139.8014   45.6975   4.3073    -399.16     176.28      -36.91      443.95       363.1         0.010566    181991   0     
